item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,item_type_combined,outlet_years
FDY01,Regular,117.0834,1587.7998400000001,0.171246685,11.8,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDU45,Regular,115.3518,2277.036,0.035334201,11.059000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDW09,Regular,81.1302,792.302,0.025899245,13.65,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDX23,Low Fat,92.6436,1039.9796,0.029691762,6.445,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCR41,Non-Edible,97.0094,4189.2136,0.01806055,13.006,OUT045,Tier 3,Small,Supermarket Type3,train,Non-Consumable,20
FDB32,Low Fat,95.5778,1224.4062000000001,0.041063069,11.366000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDC04,Low Fat,241.8854,483.3708,0.078764059,15.919,OUT027,Tier 3,Small,Supermarket Type3,train,Food,37
FDU07,Low Fat,152.8366,2070.90432,0.104784329,13.426000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT43,Low Fat,51.2324,571.2564,0.020631654,16.35,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDM24,Regular,151.3366,1057.9562,0.0,6.135,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDC17,Low Fat,212.0928,2735.1064,0.015523707,12.15,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDX33,Regular,160.5578,4974.1918,0.118149377,9.528,OUT035,Tier 3,Small,Supermarket Type3,train,Food,15
DRC13,Regular,124.873,2956.152,0.032435437,8.26,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDA25,Regular,101.199,1031.99,0.068125756,16.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDH27,Low Fat,142.7128,3163.8816,0.05858462,7.075,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
DRK49,Low Fat,41.4138,812.276,0.035943717,14.15,OUT046,Tier 3,Small,Supermarket Type1,train,Drinks,25
NCN42,Non-Edible,148.9418,2034.8179599999999,0.023805745,10.843,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDW12,Regular,144.5444,4064.0432,0.035399923,11.643000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDK10,Regular,181.166,3415.554,0.04016342,13.306000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDB12,Regular,105.8648,1404.03904,0.105736638,12.428999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCL53,Non-Edible,175.3028,3896.2616,0.036234918,7.5,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDL25,Regular,93.1804,275.6412,0.131665479,6.92,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
FDB22,Low Fat,154.3998,3383.5956,0.111613921,8.02,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
FDA23,Low Fat,99.4016,2428.8384,0.047187038,9.8,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDL45,Low Fat,126.4704,2524.18096,0.063081713,13.51,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDM32,Low Fat,90.883,89.883,0.0,20.5,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDU46,Regular,88.254,2683.174,0.011143599,10.3,OUT049,Tier 3,Medium,Supermarket Type1,train,Food,23
DRC24,Low Fat,153.4998,1898.99476,0.024961677,17.85,OUT035,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDJ40,Regular,108.6912,3057.3536,0.049349121,12.345,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDE58,Low Fat,118.4124,2370.248,0.052149675,18.5,OUT049,Tier 3,Medium,Supermarket Type1,train,Food,23
FDE34,Low Fat,182.7634,6179.9556,0.108059141,9.195,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
FDU27,Regular,49.8376,393.08831999999995,0.28701714,13.532,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDI36,Regular,199.7426,2576.5128400000003,0.062597392,12.5,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDB60,Low Fat,195.8136,2332.9632,0.028498354,9.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDY03,Regular,111.7202,450.0808,0.076552407,17.6,OUT046,Tier 2,Small,Supermarket Type1,train,Food,15
NCG54,Non-Edible,172.7106,4628.50844,0.080257683,14.34,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDG26,Low Fat,257.833,5382.993,0.042736348,18.85,OUT045,Tier 2,Small,Supermarket Type1,train,Food,18
FDO12,Low Fat,196.5452,1839.4722399999998,0.055241242,14.268,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDD28,Low Fat,60.5904,746.49496,0.093315935,13.722,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDS03,Low Fat,66.0826,258.3304,0.139419417,9.621,OUT027,Tier 3,Small,Supermarket Type3,train,Food,24
FDB44,Low Fat,211.0586,844.2344,0.016993225,6.655,OUT046,Tier 3,Small,Supermarket Type1,train,Food,20
DRL11,Low Fat,159.2946,4102.6596,0.048115543,10.5,OUT049,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDN23,Regular,145.4444,3338.3212,0.07566089,6.575,OUT045,Tier 2,Small,Supermarket Type1,train,Food,18
FDX37,Low Fat,98.17,998.7,0.105498192,13.006,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
NCN05,Non-Edible,182.295,3661.9,0.014482153,8.235,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDD48,Low Fat,116.3176,1067.0110799999998,0.050479463,13.137,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
NCV29,Non-Edible,179.5686,2224.70412,0.039996021,17.07,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDT08,Low Fat,150.505,2696.49,0.049318315,13.65,OUT049,Tier 2,Small,Supermarket Type1,train,Food,20
DRJ11,Low Fat,190.9872,2400.60848,0.142425145,9.5,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDS46,Regular,119.6782,2145.2076,0.082741482,12.04,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDM09,Regular,170.979,3754.84568,0.150455041,10.704,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDB52,Low Fat,257.5672,4008.9149600000005,0.053288809,16.2,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDP56,Low Fat,51.0692,501.74688000000003,0.081387725,12.287,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDL26,Low Fat,157.3972,778.986,0.073490977,18.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
DRK13,Low Fat,199.8084,4563.3932,0.115819014,11.8,OUT046,Tier 2,Small,Supermarket Type1,train,Drinks,15
NCW18,Non-Edible,238.9248,3959.9120800000005,0.059660386,11.358,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDF26,Regular,155.1998,2392.0862399999996,0.078057026,9.187999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRH11,Low Fat,57.0614,970.0706,0.126468543,13.37,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,20
DRN37,Low Fat,168.5158,3005.55436,0.161182103,9.6,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDH32,Low Fat,98.241,868.869,0.076060037,12.896,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDC16,Regular,88.254,865.54,0.020686161,12.665000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDM10,Low Fat,215.1218,2222.57356,0.076401322,8.914,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCD07,Non-Edible,114.4518,1593.9252,0.0,9.1,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
DRL35,Low Fat,44.777,952.094,0.030877303,16.03,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,15
FDQ11,Regular,258.8988,5201.895399999999,0.118535581,11.939,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCS54,Non-Edible,176.737,4940.236,0.016726506,13.6,OUT049,Tier 3,Small,Supermarket Type1,train,Non-Consumable,23
FDX32,Regular,145.4786,1589.2646,0.1000135,15.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDS01,Low Fat,179.6686,177.7686,0.031069203,12.826000000000002,OUT019,Tier 1,Small,Grocery Store,train,Food,37
NCZ54,Non-Edible,161.5552,324.9104,0.0,14.65,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
FDP31,Regular,65.7168,707.0796,0.162418495,10.032,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCP53,Non-Edible,238.6906,5704.5744,0.033076388,15.919,OUT027,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDE38,Low Fat,164.3842,4476.1734,0.044391149,9.991000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDT09,Regular,132.5284,1713.7692,0.012282366,15.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDS34,Regular,115.6518,1077.2643999999998,0.077193256,13.984,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS33,Regular,89.1514,3364.9532,0.123428594,14.109,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDM21,Low Fat,256.1646,7472.2734,0.064052392,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
NCN43,Non-Edible,122.973,123.173,0.011314423,12.15,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
FDP08,Regular,195.5478,2998.4968799999997,0.188151371,20.5,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDC22,Regular,195.082,3787.0703999999996,0.238868509,12.966999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDY24,Regular,53.1298,808.947,0.223440258,4.88,OUT049,Tier 3,Small,Supermarket Type1,train,Food,18
FDX09,Low Fat,176.437,7763.228,0.065236932,12.022000000000002,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
NCW54,Non-Edible,59.2588,656.21248,0.096958614,7.5,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
NCC42,Non-Edible,140.3838,2528.7084,0.044871033,15.0,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
FDD33,Low Fat,234.2642,2468.7864,0.181092301,15.720000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDY15,Regular,154.463,2190.482,0.170795745,18.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDG45,Low Fat,211.8902,3823.0236,0.127929521,8.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDS07,Low Fat,115.2518,965.01052,0.100322104,14.274000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCP05,Non-Edible,153.3024,2428.8384,0.0,19.6,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDX11,Regular,183.6634,3221.1404,0.107186944,11.571000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDO52,Regular,172.1106,2566.659,0.076790922,9.443999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDB39,Low Fat,57.9272,615.1992,0.038597077,11.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDD34,Low Fat,161.421,3425.541,0.015908485,7.945,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCC43,Non-Edible,250.9066,1506.0396,0.093307713,7.39,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
NCR29,Non-Edible,58.393,622.523,0.054863459,7.565,OUT045,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDT13,Low Fat,188.2214,3014.7424,0.018568129,14.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCJ31,Non-Edible,243.0196,5061.4116,0.182653772,19.2,OUT046,Tier 3,Small,Supermarket Type1,train,Non-Consumable,25
FDR48,Low Fat,152.6024,4402.2696,0.130867413,9.96,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
FDY52,Low Fat,62.8536,796.2968,0.012865901,9.675999999999998,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDV10,Regular,42.3112,1065.28,0.066693437,7.645,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCX53,Non-Edible,143.4154,1880.4855200000002,0.025002878,13.448000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,23
NCN07,Non-Edible,133.2284,2768.3964,0.056816465,18.5,OUT045,Tier 3,Small,Supermarket Type1,train,Non-Consumable,20
FDZ47,Regular,99.9042,3273.7386,0.079419755,13.006,OUT049,Tier 3,Medium,Supermarket Type3,train,Food,23
FDG14,Regular,152.2024,3643.2576,0.050786366,9.0,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDO22,Regular,81.596,639.168,0.029893094,13.5,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
DRE27,Low Fat,97.2726,978.726,0.13267058,11.85,OUT046,Tier 3,Small,Supermarket Type1,train,Drinks,25
FDE33,Regular,80.3644,942.7728,0.049916364,14.461000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDR34,Regular,229.4352,4809.7392,0.015965308,17.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDZ55,Low Fat,160.992,2716.464,0.025403898,6.055,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDQ47,Regular,36.5874,605.07904,0.294472634,11.144,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDJ36,Regular,102.0332,2050.664,0.128459481,14.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDN33,Regular,95.6436,661.8052,0.123115764,6.305,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCX29,Non-Edible,146.7102,3791.0652,0.156094569,9.959999999999999,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDY46,Low Fat,185.0898,2993.4368,0.047964395,18.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCT17,Non-Edible,190.0214,1100.3010799999997,0.042102658,14.381,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDU47,Regular,142.2838,3348.7076800000004,0.190569038,10.513000000000002,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
FDF16,Low Fat,147.2076,1921.4988,0.086266286,9.959999999999999,OUT049,Tier 3,Medium,Supermarket Type3,train,Food,23
DRC25,Low Fat,87.3882,875.79332,0.079440262,11.61,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,13
NCO06,Non-Edible,33.4558,713.0718,0.108470504,19.25,OUT035,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
DRD01,Regular,56.7614,925.7283199999999,0.061521569,12.1,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDV50,Low Fat,124.373,1979.8228800000002,0.123264522,14.3,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDN24,Low Fat,56.1956,704.5495599999999,0.198316649,13.776,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDB09,Low Fat,126.2046,1867.569,0.057485328,16.25,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDC05,Regular,195.7768,4138.6128,0.098938169,13.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDA55,Regular,225.4088,5000.9569599999995,0.099780431,14.013,OUT035,Tier 3,Small,Supermarket Type3,train,Food,13
FDH02,Regular,92.4488,1201.1032,0.034783374,12.619,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
FDV22,Regular,157.463,3755.112,0.009995002,14.85,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDA10,Low Fat,121.9072,1470.0864,0.141789197,20.35,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
NCP30,Non-Edible,40.2822,707.0796,0.032835147,20.5,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDK36,Low Fat,47.9034,583.2408,0.00721395,7.09,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDT60,Low Fat,124.8388,2513.1286800000003,0.132275338,11.011000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDS51,Low Fat,61.4194,743.0328,0.032230526,13.35,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCO55,Non-Edible,105.5938,2143.876,0.091221855,12.8,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDR31,Regular,147.6102,1003.0942799999999,0.086077865,12.507000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDP45,Regular,253.1724,5285.1204,0.03079807,15.7,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
FDN58,Regular,230.9984,9267.936,0.056960814,15.919,OUT049,Tier 3,Medium,Supermarket Type3,train,Food,23
FDY21,Low Fat,194.511,4910.275,0.173481304,15.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDO23,Low Fat,94.8436,567.2616,0.25637539,14.109,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
FDV04,Regular,156.9288,1571.288,0.150319469,7.825,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDO48,Regular,220.9456,1768.3648,0.026950104,15.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDW25,Low Fat,86.9224,733.4452799999999,0.0375513,9.504999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDX35,Regular,226.3036,4098.6648,0.079844043,5.035,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDC45,Low Fat,172.5106,3777.61604,0.237651344,13.220000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS39,Low Fat,143.8812,2203.6648400000004,0.022587621,11.726,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
FDT10,Regular,60.9562,948.0992,0.062170334,16.7,OUT046,Tier 2,Small,Supermarket Type1,train,Food,20
FDX15,Low Fat,160.6578,3690.5294,0.156269303,17.2,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDR49,Low Fat,49.5376,95.8752,0.233039817,8.71,OUT010,Tier 3,Small,Grocery Store,train,Food,24
NCU54,Non-Edible,210.727,4844.893440000001,0.165073642,14.357999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDW35,Low Fat,41.6454,83.8908,0.0194158,14.094,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDQ34,Low Fat,107.8622,1589.53092,0.284065879,12.358,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCP50,Non-Edible,80.5618,322.2472,0.020542737,17.35,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
NCM18,Non-Edible,61.3194,2043.3402,0.082440705,11.440999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDX45,Low Fat,155.263,1721.093,0.105018817,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDZ19,Low Fat,177.7712,4525.842079999999,0.156424341,13.328999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDS59,Regular,111.857,1696.85788,0.076851759,11.086000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDP36,Regular,51.4008,556.6088,0.0,10.395,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDH19,Low Fat,175.4738,7298.4996,0.033088472,12.022,OUT046,Tier 3,Small,Supermarket Type3,train,Food,18
FDD38,Regular,102.8674,1528.011,0.008208342,16.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCF30,Non-Edible,126.7362,2480.105,0.211306673,17.119999999999997,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDG53,Low Fat,138.718,1398.18,0.045818773,10.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDT20,Low Fat,39.2164,540.6296,0.041459804,10.5,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
FDT12,Regular,227.4062,5191.2426,0.049722335,16.079,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
DRI03,Low Fat,178.1028,3393.0499599999994,0.039751236,11.983,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDC34,Regular,157.6972,2924.32676,0.302478871,10.881,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDF21,Regular,188.653,4364.319,0.098464979,13.425999999999998,OUT027,Tier 3,Small,Supermarket Type3,train,Food,24
FDO31,Regular,81.496,869.40164,0.02914662,13.879,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDW55,Regular,247.0092,5478.2024,0.021863506,15.309000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
NCT18,Non-Edible,181.7976,3259.7568,0.059393919,14.6,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
DRI25,Low Fat,56.2614,773.6596,0.033970195,19.6,OUT046,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDI09,Regular,240.288,3879.48344,0.130069181,20.75,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDC53,Low Fat,99.7384,295.6152,0.008871687,8.68,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDH38,Low Fat,118.3808,1940.9401599999997,0.018275994,9.349,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCZ53,Non-Edible,186.6214,1884.214,0.024576875,9.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
NCK53,Non-Edible,99.3042,2148.80292,0.065799906,11.912,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
DRE60,Low Fat,225.372,7696.648,0.278974075,14.379,OUT049,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDN38,Regular,251.8408,2955.4862000000003,0.161030847,10.599,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCU29,Non-Edible,147.876,1559.7030799999998,0.044607722,13.23,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDN31,Low Fat,187.953,2656.542,0.073029341,11.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDS52,Low Fat,102.4016,3542.056,0.009163216,13.006,OUT027,Tier 3,Small,Supermarket Type3,train,Food,15
FDO13,Low Fat,166.3526,3617.9572,0.061405051,7.865,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
NCW05,Non-Edible,108.8938,1851.9892800000002,0.247843179,11.773,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDQ49,Regular,157.663,3285.723,0.039215075,9.732,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
FDP11,Low Fat,218.7166,435.4332,0.11566015,15.85,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDT02,Low Fat,36.1874,333.83212,0.024331586,12.6,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDS50,Low Fat,220.5114,5321.0736,0.055545797,17.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDD02,Low Fat,118.8124,1767.0331999999999,0.088053052,10.360000000000001,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDL12,Regular,60.622,599.22,0.121632721,15.85,OUT046,Tier 3,Small,Supermarket Type1,train,Food,25
NCR05,Non-Edible,200.2084,1587.2672,0.054630834,10.1,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDP28,Regular,261.2936,3131.9232,0.134975628,13.65,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDE26,Low Fat,145.7786,2550.6798,0.155837612,12.794999999999998,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDA27,Regular,256.7672,5624.6784,0.0,20.35,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDJ02,Regular,149.1418,294.2836,0.044063785,12.296999999999999,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
FDH16,Low Fat,88.783,2067.309,0.052852621,10.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDK22,Low Fat,215.685,649.155,0.026192765,9.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDT24,Regular,79.2328,695.0952,0.311090379,15.231,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDE20,Regular,171.179,4923.591,0.005530516,11.35,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDM12,Regular,190.3214,1823.35988,0.117026714,16.7,OUT045,Tier 3,Small,Supermarket Type1,train,Food,15
FDE40,Regular,62.9194,2105.2596,0.098663652,11.440999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
DRB48,Regular,40.2822,667.7974,0.024832806,14.014999999999997,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,25
FDR44,Regular,131.2968,3523.4136,0.102920886,6.11,OUT046,Tier 3,Small,Supermarket Type1,train,Food,24
FDI46,Low Fat,251.9724,2516.724,0.074496043,9.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCK05,Non-Edible,60.8536,1347.5792,0.077389797,20.1,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
NCT29,Non-Edible,123.0414,4629.9732,0.064240743,12.081,OUT045,Tier 3,Small,Supermarket Type3,train,Non-Consumable,20
FDS20,Low Fat,184.3292,2842.69968,0.054171606,11.318999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDO08,Regular,165.7526,657.8104,0.09415375,10.802000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,37
NCR17,Non-Edible,116.2492,2896.23,0.024482644,9.8,OUT035,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDQ03,Regular,238.7248,711.0744,0.136592891,14.379,OUT019,Tier 3,Small,Supermarket Type1,train,Food,35
FDT27,Regular,233.1616,6093.4016,0.069529262,11.395,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDC41,Low Fat,76.867,229.701,0.2047,14.121,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDK48,Low Fat,76.8354,451.4124,0.037690731,7.445,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
NCD30,Non-Edible,96.0726,1272.3438,0.026903714,19.7,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDZ12,Low Fat,144.847,143.147,0.0,11.643,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDL03,Regular,197.711,1729.7484,0.027233781,14.419,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCO18,Non-Edible,177.4686,5510.8266,0.024701262,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDR56,Regular,196.8768,7094.7648,0.100277876,12.902000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDB45,Low Fat,103.2306,2404.2038,0.021362955,20.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
DRL37,Low Fat,41.577,735.709,0.053362086,15.5,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDQ25,Regular,174.1422,1881.01816,0.047329385,11.43,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDU26,Regular,120.7782,2171.3069600000003,0.074620291,10.292999999999997,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDY36,Low Fat,74.238,1171.808,0.009364957,13.861,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDT01,Regular,212.9902,4672.5844,0.18520944,13.65,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
